"Name","Description","Main Category","Categories","Query","City","Address","Ward","Street","Postal Code","State","Country Code","Time Zone","Plus Code","Phone","Website","Rating","Reviews","Score","Score Category","Price Range","Status","Latitude","Longitude","About","Service Name","Service Option"
"JONATHAN EVENEMENTS ET COMMUNICATION","","Agence événementielle","Agence événementielle; Agence de relations publiques","agence evenementiel in la madeleine","Paris","95 Rue La Boétie, 75008 Paris","","95 Rue La Boétie","75008","","FR","Europe/Paris","V8C5+H5 Paris","01 44 40 07 91","http://evenements.com/","5.0","1","63","Good","","Ouvert ? Ferme à 18:00","48.871491","2.307896","","",""
"AGENCE BOOKING FEVER (Paris)","Créative et alternative, Booking Fever est une agence de communication évènementielle 360°.

En alliant dans une seule et même entreprise, la communication et l?évènementiel, cette agence ouvre de nouvelles perspectives a? celles et ceux qui entendent célébrer et communiquer autrement.

Booking Fever offre tout ce qu?une agence de communication est en mesure de proposer, mais avec un regard résolument dynamique et dans l?air du temps.

Passionne? par l?organisation d?événements, l'agence a fait de la culture « sur-mesure » sa marque de fabrique. Ainsi, au-delà? des animations spécifiques, des cocktails ou autres réceptions, Booking Fever organise vos événements, team building, séminaires, soirées de gala.","Agence événementielle","Agence événementielle; Agence de publicité; Agence de design; Agence artistique; Organisateur d'événements; Service de marketing Internet; Agence de marketing; Orchestre de musique classique; Séminaire; Organisateur de mariages","agence evenementiel in la madeleine","Paris","128 Rue La Boétie, 75008 Paris","","128 Rue La Boétie","75008","","FR","Europe/Paris","V8C4+C8 Paris","01 84 60 96 65","https://bookingfever.fr/","5.0","2","66","Good","","Ouvert 24h/24","48.871047499999996","2.3057669","Services disponibles; Planning; Parking","Services disponibles; Planning; Parking","Rendez-vous en ligne; Services sur place; Rendez-vous obligatoire; Parking payant dans la rue"
"MoovEvents","L'Agence spécialisée dans le sport, la santé et le bien-être","Agence événementielle","Agence événementielle","agence evenementiel in la madeleine","Paris","40 Rue du Colisée, 75008 Paris","","40 Rue du Colisée","75008","","FR","Europe/Paris","V8C6+MC Paris","06 15 30 79 55","https://moov-events.com/","5.0","2","66","Good","","","48.871651799999995","2.3110872","","",""
"Cocoon Space : salle de réunion, formation et location bureau à l'heure - Honoré","Situé dans le 8ème arrondissement, Cocoon Space propose des salles de réunion, formation et bureaux à l?heure. Organisez votre évènement, offsite, séminaire en 3 minutes et profitez d?un espace privé chaleureux.
Nos espaces de travail privatifs « Cocoons » sont à louer à la demande à des prix abordables. Ils sont ouverts de 8h à 21h du lundi au vendredi.","Espace événementiel","Espace événementiel; Centre d'affaires; Services aux entreprises; Centre de conférence; Agence de location de bureaux","agence evenementiel in la madeleine","Paris","3 Rue du Faubourg Saint-Honoré, 75008 Paris","","3 Rue du Faubourg Saint-Honoré","75008","","FR","Europe/Paris","V89F+93 Paris","09 75 18 18 92","https://www.cocoon-space.com/venues/honore","4.7","61","86","Excellent","","Ouvert ? Ferme à 21:00","48.8683854","2.3226928","","",""
"Destination Plus","Spécialisée dans les solutions sur mesure pour toutes les manifestations de tourisme d'affaires et évènementielles ainsi que des voyages d'étude (architecture, l'urbanisme . . . )
Notre ambition : vous faire vivre des moments d?exceptions et faire de votre projet un moment unique qui vous ressemble !
Toujours à l'écoute de vos exigences, chaque membre de notre équipe se mobilise pour vous conseiller et vous accompagner tout au long de votre démarche.
N'hésitez pas à faire appel à nos services !","Organisateur d'événements","Organisateur d'événements; Agence événementielle; Séminaire; Agence de voyages","agence evenementiel in la madeleine","Paris","15 Rue de Berne, 75008 Paris","","15 Rue de Berne","75008","","FR","Europe/Paris","V8JF+77 Paris","01 56 08 37 37","https://www.destinationplus.fr/","4.0","8","57","Average","","Ouvert ? Ferme à 19:00","48.8807131","2.3231311","","",""
"Cinéfinance","Concepteur et organisateur d'événements cinéma et séries.","Agence événementielle","Agence événementielle","agence evenementiel in la madeleine","Paris","27 Rue des Mathurins, 75008 Paris","","27 Rue des Mathurins","75008","","FR","Europe/Paris","V8FG+67 Paris","01 42 89 45 58","http://www.cinefinance.fr/","5.0","1","63","Good","","Ferme bientôt ? 17:00 ? Ouvre à 09:00 mar.","48.8730979","2.3256300999999997","","",""
"Agence ImpulSense","Nous donnons de l'Impulsion à vos évènements et du Sens à vos messages !","Organisateur d'événements","Organisateur d'événements","agence evenementiel in la madeleine","Paris","23 Rue d'Anjou, 75008 Paris","","23 Rue d'Anjou","75008","","FR","Europe/Paris","V8CC+9H Paris","","https://www.agenceimpulsense.com/","0.0","0","60","Average","","Ouvert ? Ferme à 18:00","48.8709888","2.3213855999999997","Parking","Parking","Parking payant dans la rue"
"Event's Paris","","Agence de recrutement","Agence de recrutement","agence evenementiel in la madeleine","Paris","30 Rue de Miromesnil, 75008 Paris","","30 Rue de Miromesnil","75008","","FR","Europe/Paris","V8F8+8C Paris","01 49 24 02 53","","0.0","0","60","Average","","","48.873321","2.3160371","","",""
"Emotions Agency","Prestations clés en main.
Devis rapide.
Disponible 24/7.
Basée à Paris, Caen, Le Havre, Rouen, Nice & Cannes.
Notre agence est spécialisée dans l?accompagnement, la création et la réalisation d?événements sur mesure et adapté a vos besoins et budgets","Agence événementielle","Agence événementielle; Consultant en audiovisuel; Service de location de matériel audiovisuel; Société de production cinématographique; Photographe; Service de montage vidéo","agence evenementiel in la madeleine","Paris","128 Rue La Boétie, 75008 Paris","","128 Rue La Boétie","75008","","FR","Europe/Paris","V8C4+C8 Paris","09 86 87 77 80","https://emotions-agency.com/","3.1","38","42","Average","","Ouvert ? Ferme à 18:00","48.8710209","2.3058251","Accessibilité; Parking","Accessibilité; Parking","Entrée accessible en fauteuil roulant; Places assises accessibles en fauteuil roulant; Toilettes accessibles en fauteuil roulant; Parking payant dans la rue"
"Volange Event","Volange Event est une start-up événementielle incubée à l'emlyon business school guidant les associations étudiantes dans l?organisation et la conceptualisation de leurs événements. Existant depuis 2018, elle a déjà coordonné plus de 150 événements rassemblant jusqu?à 2.000 participants.","Organisateur d'événements","Organisateur d'événements","agence evenementiel in la madeleine","Paris","9 Av. d'Eylau, 75116 Paris","","9 Av. d'Eylau","75116","","FR","Europe/Paris","V77P+G5 Paris","06 86 97 48 54","https://www.volange-event.com/","4.8","20","77","Good","","Ouvert ? Ferme à 20:00","48.863761","2.2854096999999998","Services disponibles","Services disponibles","Rendez-vous en ligne; Services sur place"
"Agence dps - Groupe Syneido","Brand Stories & Customer Marketing","Agence de publicité","Agence de publicité","agence evenementiel in la madeleine","Paris","24/26 Pl. de la Madeleine, 75008 Paris","","24/26 Pl. de la Madeleine","75008","","FR","Europe/Paris","V89F+VW Paris","01 42 92 09 30","https://agencedps.com/","4.5","2","65","Good","","Ouvert ? Ferme à 18:30","48.869737099999995","2.3248433","","",""
"Tableau d'Honneur - Privatisation de salles pour cérémonies de remises de diplômes","Tableau d'Honneur est l'agence leader pour l'organisation des cérémonies de remises de diplômes en France.
Du simple conseil sur le choix d?une salle à l?accompagnement sur mesure, en passant par l?expertise technique ou la scénographie complète de votre manifestation, les équipes de Tableau d?Honneur peuvent intervenir à tous les niveaux pour votre remise de diplômes.
Tableau d?Honneur commercialise en exclusivité pour les remises de diplômes la privatisation d?une douzaine de lieux, comme le Cabaret Sauvage (500 pers.), le Théâtre Edouard VII (730 pers.), le théâtre Mogador (1200 pers.), le Casino de Paris (1500 pers.), les Folies Bergère (1500 pers.), le Cirque d'Hiver (1600 pers.) ou le Zénith Paris-La Villette (5500 personnes).","Agence événementielle","Agence événementielle","agence evenementiel in la madeleine","Paris","138 Rue du Faubourg Saint-Honoré, 75008 Paris","","138 Rue du Faubourg Saint-Honoré","75008","","FR","Europe/Paris","V8F6+3P Paris","01 71 19 94 88","https://tableaudhonneur.com/","0.0","0","60","Average","","Ouvert ? Ferme à 19:00","48.8726785","2.31176","Services disponibles","Services disponibles","Rendez-vous en ligne"
"La Mode en Images","La Mode en Images conçoit et produit des défilés de mode et des événements depuis ses bureaux internationaux à Paris, New York, Shanghai et Dubaï.","Agence événementielle","Agence événementielle","agence evenementiel in la madeleine","Paris","5 Rue du Cirque, 75008 Paris","","5 Rue du Cirque","75008","","FR","Europe/Paris","V8C7+2H Paris","01 48 04 97 55","https://www.lamodeenimages.com/","0.0","0","60","Average","","Ouvert ? Ferme à 19:00","48.8700346","2.3139027999999997","Parking","Parking","Parking payant dans la rue"
"Agence Evènementiel Paris et France","Depuis plus de 25 ans dans l'organisation de réunions et de manifestations, Hôtels & Préférence met à votre disposition une conciergerie qui vous fournit en moins de 6 heures les informations sur les disponibilités répondant à votre cahier des charges.

Nous croyons en la valeur de la fidélité et en la reconnaissance des partenaires corporatifs.

Découvrez comment nous récompensons vos efforts d?organisation d?événements et offrons des cadeaux d?entreprise uniques pour renforcer vos relations professionnelles.

- Cumulez des points à chaque manifestation organisée.
- Pour chaque euro dépensé, recevez 10 Points Préférence.
- Convertissez vos points en cartes cadeaux pour des week-ends de charme et de prestige.","Séminaire","Séminaire","agence evenementiel in la madeleine","Paris","19 Av. Mac-Mahon, 75017 Paris","","19 Av. Mac-Mahon","75017","","FR","Europe/Paris","V7GV+MM Paris","01 78 94 90 50","https://seminaire-entreprises.com/","0.0","0","60","Average","","Ouvert ? Ferme à 19:00","48.876706999999996","2.294199","Parking","Parking","Parking payant dans la rue"
"Dreams in Paris","","Organisateur de mariages","Organisateur de mariages; Organisateur d'événements","agence evenementiel in la madeleine","Paris","7 Rue de Castellane, 75008 Paris","","7 Rue de Castellane","75008","","FR","Europe/Paris","V8CG+V2 Paris","06 03 45 42 98","http://www.dreams-in-paris.com/","5.0","1","63","Good","","","48.8721755","2.3250669","","",""
"La Boîte à Evénements","Depuis 11 ans, notre mission est de créer des expériences uniques qui renforcent les liens au sein des entreprises. La Boîte à Evénements organise des événements professionnels conviviaux et authentiques, avec des budgets ajustés et parfois dans des délais très courts.

Notre approche sur mesure s'appuie sur une base de données riche de plus de 500 lieux et prestations testés. Nous nous engageons à offrir un accompagnement complet, garantissant la réussite de chaque événement, depuis la conception jusqu'au suivi post-événement.
Contactez-nous pour définir votre événement idéal.","Organisateur d'événements","Organisateur d'événements","agence evenementiel in la madeleine","Paris","24 Rue de Clichy, 75009 Paris","","24 Rue de Clichy","75009","","FR","Europe/Paris","V8HJ+G2 Paris","01 72 54 24 15","http://www.boite-evenements.com/","4.6","5","70","Good","","Ouvert ? Ferme à 20:00","48.878839199999994","2.3300655999999997","Fournis par l'établissement; Services disponibles; Planning","Fournis par l'établissement; Services disponibles; Planning","S'identifie comme géré par une femme; Rendez-vous en ligne; Services sur place; Rendez-vous obligatoire"
"Wojo Coworking Paris 8e Madeleine | Location bureaux & salles de réunion","Wojo est le leader français du coworking.Grands comptes, PME ou freelances ? Choisissez des bureaux qui s'adaptent à votre activité : des bureaux privatifs comme lieux de ralliement, un réseau de coworking pour vous simplifier le travail à distance, des solutions adaptées au flex office, ou encore des déclinaisons de salles de réunion pour recevoir vos invités.Nos services s?adaptent à vos besoins : assemblez comme vous le souhaitez les espaces et les solutions pour créer votre propre organisation de travail.Le tout, en toute sécurité grâce à notre Label Safe & Healthy Workplace®. Bienvenue au Wojo Madeleine !","Agence de location de bureaux","Agence de location de bureaux; Centre d'affaires; Entreprise de réseautage d'affaires; Cafétéria; Centre de conférence; Espace de coworking; Agence de location de grands bureaux; Fournisseur d'équipements de visioconférence; Service de visioconférence; Location de bureau virtuel","agence evenementiel in la madeleine","Paris","18 Bd Malesherbes, 75008 Paris","","18 Bd Malesherbes","75008","","FR","Europe/Paris","V8CC+RR Paris","01 89 71 86 83","https://www.wojo.com/fr-FR/espaces-de-travail/wojo-paris-8e-madeleine","4.7","120","81","Excellent","","Ouvert ? Ferme à 19:00","48.8720764","2.3220986","Services disponibles; Accessibilité","Services disponibles; Accessibilité","Rendez-vous en ligne; Services sur place; Entrée accessible en fauteuil roulant; Places assises accessibles en fauteuil roulant; Toilettes accessibles en fauteuil roulant"
